Id,Prediction
1,6
2,7
3,7
4,6
5,6
6,7
7,7
8,7
9,7
10,7
11,6
12,7
13,6
14,6
15,6
16,6
17,6
18,6
19,6
20,6
21,3
22,3
23,3
24,2
25,2
26,2
27,2
28,1
29,1
30,3
31,2
32,1
33,1
34,2
35,2
36,2
37,3
38,6
39,6
40,6
41,3
42,3
43,3
44,3
45,8
46,3
47,3
48,3
49,3
50,3
51,3
52,3
53,10
54,3
55,10
56,3
57,3
58,8
59,8
60,3
61,3
62,3
63,3
64,3
65,6
66,1
67,3
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,3
82,1
83,1
84,1
85,3
86,1
87,1
88,1
89,7
90,3
91,10
92,4
93,3
94,3
95,3
96,4
97,4
98,4
99,4
100,4
101,4
102,4
103,4
104,3
105,4
106,4
107,2
108,4
109,4
110,4
111,4
112,4
113,4
114,4
115,4
116,4
117,4
118,4
119,4
120,4
121,4
122,4
123,4
124,4
125,4
126,4
127,4
128,10
129,10
130,10
131,10
132,3
133,3
134,3
135,4
136,3
137,3
138,4
139,3
140,4
141,2
142,10
143,4
144,3
145,3
146,3
147,3
148,3
149,1
150,1
151,3
152,1
153,1
154,1
155,3
156,1
157,1
158,3
159,3
160,3
161,8
162,8
163,7
164,7
165,6
166,6
167,6
168,9
169,9
170,9
171,9
172,9
173,9
174,9
175,9
176,9
177,9
178,9
179,9
180,9
181,9
182,9
183,9
184,9
185,9
186,9
187,9
188,6
189,9
190,7
191,7
192,9
193,9
194,9
195,9
196,9
197,7
198,9
199,9
200,9
201,9
202,6
203,6
204,6
205,7
206,3
207,3
208,3
209,3
210,4
211,10
212,10
213,10
214,4
215,4
216,10
217,10
218,2
219,4
220,4
221,2
222,2
223,2
224,4
225,3
226,2
227,4
228,2
229,10
230,2
231,3
232,8
233,2
234,8
235,8
236,8
237,8
238,8
239,8
240,8
241,8
242,8
243,8
244,8
245,8
246,8
247,8
248,8
249,8
250,2
251,2
252,4
253,10
254,5
255,5
256,7
257,7
258,7
259,7
260,7
261,7
262,7
263,7
264,7
265,7
266,7
267,7
268,7
269,7
270,7
271,7
272,7
273,7
274,9
275,7
276,9
277,7
278,7
279,7
280,7
281,7
282,7
283,7
284,7
285,7
286,7
287,7
288,6
289,7
290,7
291,2
292,7
293,2
294,4
295,4
296,2
297,2
298,2
299,2
300,2
301,2
302,2
303,2
304,2
305,2
306,2
307,4
308,2
309,4
310,5
311,5
312,5
313,5
314,5
315,5
316,5
317,5
318,5
319,5
320,5
321,5
322,5
323,5
324,5
325,5
326,5
327,5
328,5
329,5
330,5
331,5
332,5
333,5
334,5
335,7
336,2
337,7
338,7
339,6
340,6
341,6
342,6
343,6
344,6
345,6
346,6
347,7
348,7
349,6
350,6
351,6
352,6
353,6
354,6
355,7
356,7
357,6
358,6
359,6
360,6
361,6
362,7
363,7
364,5
365,5
366,5
367,5
368,7
369,5
370,5
371,5
372,5
373,5
374,5
375,5
376,5
377,5
378,5
379,5
380,5
381,5
382,5
383,5
384,5
385,5
386,5
387,5
388,10
389,9
390,6
391,6
392,6
393,10
394,10
395,10
396,4
397,6
398,10
399,6
400,3
401,6
402,4
403,3
404,4
405,3
406,6
407,4
408,4
409,6
410,8
411,8
412,1
413,8
414,1
415,1
416,1
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,1
428,1
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,8
437,8
438,1
439,1
440,1
441,1
442,9
443,10
444,9
445,10
446,4
447,3
448,3
449,10
450,3
451,4
452,4
453,4
454,4
455,4
456,4
457,4
458,8
459,4
460,4
461,3
462,4
463,4
464,6
465,9
466,6
467,2
468,4
469,2
470,2
471,2
472,2
473,2
474,2
475,3
