Id,Prediction
1,7
2,7
3,7
4,7
5,7
6,7
7,7
8,7
9,7
10,7
11,7
12,7
13,7
14,7
15,7
16,7
17,6
18,7
19,7
20,7
21,2
22,3
23,3
24,3
25,3
26,10
27,2
28,1
29,3
30,3
31,2
32,10
33,3
34,10
35,2
36,2
37,2
38,3
39,2
40,6
41,10
42,3
43,8
44,8
45,8
46,9
47,3
48,3
49,3
50,8
51,8
52,3
53,8
54,8
55,8
56,10
57,10
58,8
59,8
60,3
61,3
62,3
63,3
64,10
65,10
66,10
67,3
68,1
69,8
70,8
71,4
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,8
81,8
82,8
83,8
84,4
85,8
86,8
87,4
88,1
89,10
90,10
91,10
92,10
93,10
94,4
95,3
96,3
97,4
98,4
99,4
100,3
101,3
102,4
103,3
104,10
105,4
106,2
107,4
108,4
109,10
110,4
111,4
112,4
113,4
114,10
115,4
116,4
117,4
118,3
119,4
120,3
121,4
122,4
123,4
124,4
125,4
126,4
127,10
128,10
129,1
130,10
131,10
132,10
133,4
134,10
135,3
136,4
137,4
138,4
139,4
140,4
141,4
142,4
143,4
144,4
145,4
146,8
147,3
148,1
149,3
150,3
151,3
152,3
153,3
154,3
155,3
156,3
157,3
158,3
159,3
160,8
161,8
162,2
163,7
164,9
165,6
166,6
167,7
168,9
169,9
170,9
171,9
172,9
173,9
174,9
175,9
176,9
177,9
178,7
179,9
180,9
181,9
182,9
183,9
184,9
185,9
186,9
187,9
188,9
189,9
190,9
191,9
192,9
193,9
194,9
195,9
196,9
197,9
198,9
199,9
200,9
201,9
202,7
203,6
204,6
205,7
206,7
207,10
208,10
209,4
210,4
211,4
212,2
213,10
214,4
215,10
216,10
217,10
218,10
219,10
220,10
221,10
222,10
223,8
224,10
225,10
226,10
227,10
228,1
229,10
230,4
231,3
232,2
233,8
234,8
235,8
236,8
237,8
238,8
239,8
240,8
241,8
242,8
243,8
244,8
245,8
246,8
247,8
248,8
249,8
250,8
251,8
252,4
253,4
254,10
255,10
256,5
257,7
258,7
259,7
260,7
261,7
262,7
263,7
264,7
265,7
266,7
267,7
268,7
269,7
270,7
271,7
272,7
273,7
274,7
275,7
276,7
277,7
278,7
279,7
280,7
281,7
282,7
283,7
284,7
285,7
286,7
287,7
288,7
289,7
290,7
291,4
292,7
293,10
294,10
295,4
296,8
297,8
298,2
299,8
300,2
301,8
302,2
303,8
304,8
305,4
306,4
307,10
308,4
309,10
310,5
311,5
312,5
313,5
314,5
315,5
316,5
317,5
318,5
319,5
320,5
321,5
322,5
323,5
324,10
325,10
326,4
327,4
328,10
329,5
330,5
331,4
332,10
333,10
334,4
