Id,Prediction
1,7
2,7
3,7
4,7
5,7
6,7
7,7
8,7
9,7
10,7
11,9
12,7
13,7
14,7
15,9
16,9
17,9
18,7
19,7
20,7
21,8
22,8
23,8
24,8
25,8
26,8
27,8
28,8
29,8
30,8
31,8
32,8
33,8
34,8
35,8
36,1
37,10
38,8
39,6
40,6
41,6
42,6
43,8
44,8
45,8
46,8
47,8
48,10
49,2
50,2
51,8
52,5
53,8
54,8
55,8
56,8
57,3
58,7
59,8
60,4
61,8
62,1
63,8
64,5
65,5
66,9
67,8
68,8
69,8
70,8
71,8
72,8
73,4
74,4
75,10
76,8
77,10
78,8
79,8
80,4
81,8
82,8
83,8
84,10
85,4
86,10
87,8
88,8
89,7
90,8
91,7
92,9
93,8
94,10
95,4
96,7
97,7
98,7
99,7
100,9
101,8
102,8
103,10
104,10
105,7
106,7
107,4
108,4
109,8
110,4
111,4
112,8
113,10
114,7
115,10
116,8
117,10
118,4
119,8
120,10
121,10
122,4
123,4
124,7
125,8
126,6
127,9
128,9
129,7
130,7
131,7
132,9
133,7
134,8
135,4
136,4
137,4
138,8
139,7
140,10
141,9
142,4
143,10
144,4
145,4
146,10
147,8
148,8
149,8
150,1
151,8
152,8
153,8
154,8
155,8
156,8
157,8
158,8
159,8
160,8
161,8
162,8
163,7
164,7
165,7
166,7
167,6
168,7
169,7
170,7
171,9
172,9
173,9
174,7
175,7
176,7
177,7
178,7
179,7
180,9
181,9
182,7
183,9
184,7
185,7
186,7
187,9
188,9
189,7
190,9
191,7
192,7
193,9
194,7
195,7
196,7
197,9
198,9
199,9
200,7
201,9
202,9
203,7
204,9
205,7
206,7
207,7
208,9
209,8
210,4
211,10
212,4
213,10
214,7
215,10
216,8
217,8
218,8
219,8
220,7
221,7
222,7
223,10
224,4
225,7
226,7
227,7
228,10
229,7
230,7
231,4
232,8
233,3
234,8
235,8
236,8
237,8
238,8
239,8
240,8
241,4
242,8
243,8
244,8
245,8
246,8
247,8
248,8
249,8
250,6
251,8
252,8
253,4
254,7
255,5
256,7
257,7
258,7
259,7
260,7
261,7
262,7
263,7
264,9
265,7
266,7
267,7
268,7
269,7
270,7
271,7
272,7
273,6
274,7
275,7
276,7
277,9
278,9
279,7
280,7
281,7
282,7
283,9
284,7
285,7
286,7
287,7
288,7
289,7
290,7
291,9
292,7
293,5
294,9
295,9
296,8
297,8
298,8
299,9
300,8
301,8
302,8
303,8
304,8
305,8
306,8
307,6
308,6
309,7
310,7
311,4
312,5
313,5
314,5
315,9
316,5
317,5
318,5
319,5
320,5
321,9
322,7
323,10
324,5
325,5
326,5
327,5
328,5
329,5
330,5
331,9
332,9
333,9
334,9
