Id,Prediction
1,6
2,6
3,7
4,6
5,6
6,6
7,7
8,6
9,6
10,7
11,7
12,7
13,7
14,6
15,6
16,6
17,6
18,6
19,6
20,7
21,6
22,10
23,3
24,10
25,3
26,3
27,3
28,3
29,3
30,3
31,3
32,3
33,3
34,3
35,3
36,2
37,10
38,6
39,6
40,6
41,6
42,10
43,10
44,3
45,8
46,3
47,3
48,3
49,3
50,3
51,3
52,3
53,3
54,3
55,3
56,3
57,8
58,8
59,3
60,3
61,8
62,3
63,3
64,6
65,6
66,3
67,8
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,3
82,3
83,3
84,3
85,8
86,3
87,1
88,1
89,7
90,3
91,10
92,10
93,3
94,3
95,3
96,3
97,4
98,4
99,4
100,4
101,3
102,4
103,4
104,4
105,4
106,4
107,4
108,4
109,4
110,4
111,4
112,4
113,4
114,4
115,4
116,4
117,4
118,4
119,4
120,10
121,4
122,4
123,4
124,4
125,4
126,4
127,4
128,10
129,4
130,3
131,3
132,3
133,3
134,3
135,3
136,3
137,2
138,3
139,2
140,2
141,2
142,2
143,3
144,3
145,3
146,3
147,3
148,3
149,3
150,3
151,3
152,3
153,3
154,3
155,3
156,3
157,3
158,3
159,3
160,3
161,8
162,8
163,6
164,9
165,6
166,6
167,6
168,9
169,6
170,9
171,9
172,9
173,9
174,9
175,9
176,9
177,9
178,9
179,9
180,9
181,9
182,9
183,9
184,9
185,9
186,9
187,9
188,9
189,9
190,9
191,9
192,9
193,9
194,9
195,9
196,9
197,9
198,7
199,6
200,6
201,6
202,6
203,6
204,6
205,6
206,3
207,3
208,3
209,4
210,4
211,4
212,4
213,4
214,4
215,4
216,2
217,2
218,10
219,10
220,2
221,2
222,2
223,2
224,2
225,2
226,2
227,4
228,4
229,4
230,10
231,3
232,8
233,8
234,8
235,8
236,8
237,8
238,8
239,8
240,8
241,8
242,8
243,8
244,8
245,8
246,8
247,8
248,8
249,8
250,2
251,8
252,3
253,4
254,5
255,5
256,5
257,6
258,7
259,7
260,7
261,7
262,7
263,7
264,7
265,7
266,7
267,7
268,7
269,7
270,7
271,7
272,7
273,7
274,7
275,7
276,7
277,7
278,7
279,7
280,7
281,7
282,7
283,7
284,7
285,7
286,9
287,7
288,6
289,7
290,7
291,10
292,10
293,4
294,4
295,4
296,2
297,2
298,2
299,2
300,2
301,2
302,2
303,2
304,2
305,2
306,2
307,4
308,4
309,4
310,5
311,5
312,5
313,5
314,5
315,5
316,5
317,5
318,5
319,5
320,5
321,5
322,5
323,5
324,5
325,5
326,5
327,5
328,5
329,5
330,5
331,5
332,5
333,5
334,5
335,5
336,5
337,7
338,6
339,6
340,6
341,6
342,6
343,6
344,6
345,6
346,6
347,6
348,6
349,6
350,6
351,6
352,6
353,6
354,6
355,7
356,6
357,6
358,6
359,7
360,6
361,6
362,6
363,7
364,5
365,5
366,5
367,5
368,5
369,5
370,5
371,5
372,5
373,5
374,5
375,5
376,5
377,5
378,5
379,5
380,5
381,5
382,5
383,5
384,5
385,5
386,5
387,5
388,10
389,3
390,3
391,6
392,9
393,3
394,3
395,10
396,3
397,3
398,3
399,6
400,6
401,6
402,6
403,10
404,6
405,6
406,6
407,6
408,6
409,6
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,1
425,1
426,1
427,1
428,1
429,1
430,1
431,1
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,1
441,1
442,9
443,10
444,9
445,10
446,2
447,3
448,3
449,10
450,10
451,4
452,4
453,4
454,4
455,4
456,4
457,10
458,4
459,3
460,2
461,3
462,2
463,9
464,6
465,2
466,2
467,2
468,2
469,2
470,2
471,2
472,2
473,2
474,2
475,10
476,10
477,2
478,2
479,2
480,6
481,6
482,2
483,2
484,9
485,6
486,9
487,3
488,9
489,9
490,9
491,9
492,9
493,5
494,2
495,3
496,1
497,8
498,8
499,8
500,8
501,3
502,8
503,8
504,8
505,8
506,8
507,3
508,8
509,8
510,8
511,8
512,8
513,8
514,8
515,8
516,8
517,8
518,8
519,8
520,8
521,8
522,8
523,3
524,8
