Id,Prediction
1,7
2,7
3,7
4,7
5,7
6,7
7,7
8,7
9,7
10,7
11,7
12,7
13,7
14,7
15,7
16,7
17,7
18,7
19,7
20,7
21,10
22,10
23,10
24,8
25,10
26,10
27,10
28,10
29,10
30,8
31,10
32,10
33,10
34,8
35,10
36,1
37,10
38,8
39,6
40,10
41,10
42,10
43,10
44,5
45,8
46,10
47,10
48,10
49,10
50,10
51,1
52,8
53,8
54,10
55,10
56,10
57,8
58,10
59,10
60,10
61,10
62,10
63,10
64,10
65,8
66,4
67,4
68,4
69,10
70,10
71,1
72,1
73,1
74,1
75,1
76,1
77,8
78,1
79,4
80,10
81,10
82,8
83,4
84,3
85,8
86,8
87,8
88,4
89,6
90,5
91,10
92,4
93,10
94,4
95,4
96,4
97,4
98,9
99,2
100,4
101,4
102,1
103,4
104,4
105,8
106,4
107,10
108,4
109,4
110,4
111,10
112,4
113,2
114,4
115,10
116,4
117,2
118,4
119,4
120,4
121,4
122,4
123,4
124,4
125,4
126,4
127,4
128,4
129,4
130,4
131,4
132,10
133,4
134,4
135,4
136,4
137,10
138,4
139,4
140,4
141,10
142,4
143,4
144,8
145,8
146,4
147,4
148,1
149,1
150,10
151,8
152,1
153,2
154,1
155,4
156,8
157,10
158,8
159,8
160,8
161,8
162,8
163,6
164,5
165,9
166,7
167,9
168,9
169,9
170,9
171,9
172,9
173,9
174,9
175,9
176,9
177,9
178,9
179,9
180,6
181,7
182,9
183,9
184,9
185,9
186,9
187,9
188,9
189,9
190,9
191,9
192,9
193,9
194,9
195,9
196,9
197,9
198,9
199,9
200,9
201,9
202,6
203,9
204,9
205,7
206,4
207,10
208,4
209,4
210,4
211,7
212,10
213,2
214,4
215,4
216,4
217,4
218,4
219,4
220,8
221,4
222,10
223,4
224,4
225,10
226,10
227,4
228,5
229,4
230,4
231,4
232,8
233,8
234,8
235,8
236,8
237,8
238,8
239,8
240,8
241,8
242,8
243,8
244,8
245,8
246,8
247,8
248,8
249,8
250,8
251,8
252,4
253,4
254,5
255,5
256,5
257,5
258,7
259,6
260,9
261,7
262,7
263,7
264,7
265,7
266,7
267,7
268,7
269,7
270,7
271,7
272,7
273,7
274,9
275,7
276,7
277,7
278,7
279,7
280,9
281,7
282,7
283,7
284,7
285,7
286,7
287,7
288,7
289,6
290,9
291,4
292,9
293,10
294,4
295,4
296,8
297,4
298,2
299,4
300,2
301,4
302,2
303,2
304,10
305,4
306,8
307,10
308,9
309,4
310,5
311,9
312,5
313,5
314,5
315,4
316,10
317,10
318,5
319,4
320,5
321,10
322,6
323,9
324,10
325,10
326,5
327,8
328,2
329,10
330,10
331,5
332,10
333,5
334,5
