Id,Prediction
1,1
2,8
3,8
4,9
5,9
6,9
7,9
8,9
9,9
10,9
11,7
12,9
13,9
14,9
15,9
16,9
17,9
18,9
19,9
20,9
21,8
22,8
23,8
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,8
38,8
39,8
40,8
41,8
42,8
43,8
44,8
45,1
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,1
55,1
56,1
57,1
58,8
59,1
60,8
61,1
62,8
63,8
64,8
65,8
66,7
67,9
68,9
69,9
70,9
71,7
72,10
73,10
74,9
75,10
76,7
77,10
78,7
79,10
80,10
81,9
82,9
83,9
84,9
85,9
86,9
87,9
88,9
89,9
90,9
91,9
92,9
93,9
94,9
95,9
96,7
97,9
98,7
99,9
100,9
101,9
102,9
103,9
104,9
105,9
106,9
107,9
108,9
109,9
110,9
111,9
112,9
113,9
114,9
115,7
116,9
117,9
118,9
119,9
120,9
121,9
122,9
123,9
124,9
125,9
126,9
127,9
128,9
129,9
130,8
131,9
132,9
133,9
134,7
135,9
136,9
137,9
138,9
139,7
140,9
141,9
142,9
143,9
144,9
145,9
146,9
147,9
148,9
149,9
150,8
151,10
152,9
153,9
154,9
155,9
156,8
157,9
158,9
159,9
160,9
161,10
162,9
163,9
164,9
165,9
166,9
167,9
168,9
169,9
170,7
171,9
172,9
173,9
174,9
175,9
176,9
177,9
178,9
179,9
180,9
181,9
182,9
183,9
184,9
185,9
186,9
187,9
188,9
189,9
190,9
191,9
192,9
193,9
194,9
195,9
196,9
197,9
198,9
199,9
200,9
201,9
202,9
203,9
204,9
205,9
206,9
207,9
208,7
209,7
210,9
211,9
212,9
213,9
214,9
215,9
216,9
217,9
218,9
219,9
220,9
221,9
222,7
223,7
224,9
225,9
226,9
227,9
228,9
229,9
230,9
231,9
232,9
233,9
234,9
235,9
236,7
237,7
238,9
239,9
240,9
241,7
242,9
243,9
244,9
245,9
246,9
247,9
248,9
249,9
250,9
251,9
252,7
253,9
254,8
255,8
256,9
257,7
258,9
259,9
260,9
261,9
262,9
263,9
264,9
265,9
266,9
267,9
268,9
269,9
270,9
271,9
272,9
273,7
274,9
275,9
276,9
277,9
278,9
279,9
280,9
281,9
282,9
283,9
284,9
285,9
286,9
287,9
288,9
289,9
290,9
291,9
292,9
293,9
294,9
295,7
296,7
297,9
298,9
299,9
300,9
301,9
302,9
303,9
304,9
305,9
306,9
307,9
308,9
309,9
310,9
311,9
312,9
313,7
314,8
315,8
316,8
317,9
318,9
319,9
320,9
321,9
322,9
323,9
324,9
325,9
326,8
327,8
328,8
329,9
330,9
331,9
332,7
333,7
334,9
335,9
336,8
337,9
338,7
339,9
340,9
341,9
342,9
343,9
344,7
345,7
346,9
347,9
348,7
349,9
350,9
351,9
352,9
353,9
354,9
355,7
356,9
357,9
358,9
359,7
360,7
361,9
362,9
363,9
364,9
365,9
366,9
367,7
368,7
369,9
370,9
371,9
372,7
373,7
374,8
375,7
376,9
377,7
378,9
379,9
380,5
381,9
382,9
383,9
384,9
385,9
